ROW_NAMES,Halo_ARID4A_REPLICATE_dS_AVG,Halo_ARID4B_REPLICATE_dS_AVG,Halo_BRMS1_REPLICATE_dS_AVG,Halo_BRMS1L_REPLICATE_dS_AVG,Halo_GATAD1_REPLICATE_dS_AVG,HDAC1.Halo_REPLICATE_dS_AVG,HDAC2_Halo_REPLICATE_dS_AVG,Halo_ING1_REPLICATE_dS_AVG,Halo_ING2_REPLICATE_dS_AVG,MORF4L1_Halo_REPLICATE_dS_AVG,Halo_PHF12_REPLICATE_dS_AVG,Halo_RBBP4_REPLICATE_dS_AVG,Halo_SAP30_REPLICATE_dS_AVG,Halo_SAP30L_REPLICATE_dS_AVG,Halo_SAP130_REPLICATE_dS_AVG,SIN3A_Halo_REPLICATE_dS_AVG,SIN3B_2_Halo_REPLICATE_dS_AVG,Halo_SUDS3_REPLICATE_dS_AVG,complex
MYBL2,0,0,0,0,0,0,0,0,0,0,0,150.1293,0,0,0,0,0,0,0
EED,0,0,-0.3627514,0,0,0,0,0,0,0,0,116.7481,0,0,0,0,0,0,0
LIN54,0,0,0,0,0,0,0,0,0,0,0,76.61771,0,0,0,0,0,0,0
RNF41,0,0,0,0,-0.4603114,-2.026554,0,-1.028935,-0.4832632,0,0,0,0,0,157.6486,0,-1.265714,0,0
PALB2,0,0,0,0,0,0,0,0,0,188.9327,0,0,0,0,0,0,0,0,0
CHAF1B,0,0,0,0,0,0,-0.747562,0,0,0,0,134.1015,0,-0.6688395,0,0,0,0,0
EP400,0,0,0,0,0,0,0,0,0,364.444,0,0,0,0,0,0,0,0,0
BPTF,0,0,0,0,0,0,0,0,0,0,0,143.9171,0,0,0,0,0,0,0
ASH1L,0,0,0,0,0,-0.8368658,0,0,0,260.7706,0,-1.210063,0,0,0,0,0,0,0
PCBP1,369.6727,848.4357,236.2247,456.9391,150.0014,-387.8285,-324.783,133.6,695.9275,-11.18453,67.37298,-69.35408,9.46327,-95.33862,65.53904,-4.949472,-267.8061,16.54412,0
TUBB,-69.41492,-52.50171,83.52369,-56.55613,28.46601,-93.01593,-140.1392,-86.56592,-52.38369,-87.05994,181.8429,-69.15515,147.7438,421.8453,412.1126,-15.4622,62.52292,-60.46866,0
SNRPD1,-9.116733,-7.909211,9.941722,37.58096,12.74377,-45.60594,-32.52781,-11.44762,84.53744,-9.952075,329.7927,155.8909,-8.60601,-13.03503,-2.55988,-4.723633,-27.62783,-9.673106,0
TUBA1C,-19.90625,-35.53689,43.618,-28.1201,-19.56859,37.41616,18.68745,-46.49462,-33.20425,-36.29838,42.1608,-45.5243,97.74526,194.5012,447.0207,-58.23961,88.99338,-23.31266,0
HSPA8,-9.256558,-18.21663,27.59731,15.63088,99.84106,-118.8688,-98.30191,18.02634,28.36236,-33.77062,37.93933,-9.750266,-5.584485,-49.41354,839.4668,-47.71972,-84.26039,-3.180448,0
U2AF2,13.07662,40.17061,60.06164,55.2641,140.3242,-84.1874,-62.35878,-3.957969,125.2284,-7.579875,80.21992,20.41987,28.06383,-7.034742,44.83218,-15.83549,-50.97086,-10.36992,0
RCC2,0.3977989,30.81724,30.95895,73.17171,131.8479,-80.04189,-68.83059,1.006803,105.7764,76.36667,129.9285,36.88324,16.51869,-17.69482,-44.65683,114.8116,-45.53104,21.06621,0
SNRPF,17.30738,-2.736954,45.59044,-0.1178752,2.999627,-7.976092,-6.616011,-2.782661,40.31205,-2.79468,-0.9222314,-0.2117618,6.660464,13.39369,-4.911428,-3.667741,-2.284662,9.395511,0
SNRPD2,2.216677,-1.824322,24.49107,8.485932,61.35829,-12.26663,-11.61434,-2.329769,77.20725,-0.8876285,12.5142,19.95959,4.32008,-8.361603,-8.338951,-4.184239,-6.027259,-1.32305,0
RBM39,-3.639833,-5.92933,0.9482593,26.97105,285.4579,-79.73984,-59.6979,-5.1641,31.12964,148.4049,215.7128,16.46234,-10.19381,-42.96075,-40.50493,156.5351,-49.53383,-11.7005,0
HIST2H2AA3,-4.486134,-6.092497,0.09132918,3.063224,-1.08586,20.47034,-1.957219,6.417477,4.694322,-5.635659,4.842893,63.57955,-3.84266,-10.16075,2.699523,-5.646104,-11.96563,5.121916,0
HMGB1,0.5346219,21.9397,12.60601,15.40225,21.88325,-20.77209,-18.20879,7.767261,50.40649,-0.08684957,58.75322,7.380621,7.257086,-6.611289,-14.74631,-3.194567,-14.03058,80.64409,0
SNRPA,14.79565,27.54108,33.04225,15.31945,64.48846,-25.62852,-23.09582,-1.847503,99.99312,1.94858,85.18302,10.49093,-4.311509,-17.70578,-18.86212,32.52515,-20.51837,2.563086,0
BTF3L4,-0.4158399,6.718237,48.7459,12.68945,5.930788,-14.2026,-11.27655,10.35522,61.89921,-2.091759,-0.01627878,-2.260044,14.67763,-9.375459,-7.974618,-6.282488,-5.342487,69.72296,0
EIF1AX,7.79937,-0.1807996,12.42552,59.53123,14.35869,-9.831219,-11.43718,-1.425998,16.56399,-3.193208,8.932002,-1.576556,-3.158185,-8.514003,-8.227295,4.712212,-7.671154,111.9155,0
NUCKS1,4.658496,-3.109565,17.25824,111.821,49.83167,-24.21054,-18.39857,-8.118049,51.43361,0.5126609,34.34158,33.06912,-1.951227,-9.724461,-6.84434,-5.45438,-11.50244,3.227805,0
ENO1,0.05087124,57.97439,57.29257,55.75103,103.611,-37.28222,-27.95962,12.84283,109.2176,-12.62266,120.6373,43.30067,-3.538807,-25.87107,-22.03895,4.045731,-23.98787,8.542668,0
CKB,5.736289,48.51837,60.35238,58.16751,140.5327,-33.06161,-26.43054,4.756597,38.97583,-10.40956,97.7008,13.58107,-0.1622823,-19.55741,-21.31862,32.23304,-22.57058,-1.283225,0
EIF5A,2.577441,16.21175,20.8849,21.31206,14.28428,-16.05758,-12.09968,5.773855,12.20634,-1.098315,26.26267,22.18657,-1.0383,-10.84613,-10.59555,-3.394795,-11.95424,90.8794,0
CPSF6,13.73131,10.96399,78.14525,89.34605,60.79754,-50.44482,-40.76987,1.547418,55.13258,20.06323,141.5424,1.873635,8.855027,-21.48146,-12.0632,-1.637096,-32.74623,-9.812847,0
RPLP2,-1.832691,1.238081,1.308388,2.826205,38.17621,-6.57507,-6.412779,-3.144306,29.26015,1.872792,11.74017,23.30498,-0.8157551,-1.355586,3.657044,-0.8808693,-5.83146,0.9374486,0
BTF3,-0.03402364,17.18459,8.047504,9.754771,16.58565,-11.47069,-9.442386,-3.89719,11.93698,-2.70463,7.148048,3.628044,12.41454,-0.2771001,-7.442541,4.697064,-7.325747,51.04986,0
EEF1A1,0.06120673,1.055446,18.83867,1.405694,-1.698949,-14.99797,-20.38403,-7.038862,21.6207,-11.58858,2.114147,-5.330546,49.49786,69.10795,-12.39952,-15.12956,-12.17101,11.65743,0
HNRNPF,17.88562,1.278722,13.78024,25.66862,7.971943,-33.3519,-25.52849,6.910653,39.77139,-5.412305,10.83682,19.64754,-4.045151,-3.959911,100.9189,-11.06719,-19.8309,1.350373,0
PTGES3,4.835271,6.601153,1.283804,17.12561,13.05681,-8.717354,-6.540467,-1.790977,22.65376,-2.073962,35.45491,11.45749,0.2631665,-5.488572,-4.866607,3.167917,-1.761051,5.807567,0
RCN2,1.007672,71.1698,25.27289,45.19919,5.086817,-17.83467,-14.32975,-4.536886,53.29827,-6.380491,1.262821,8.994958,3.21801,-10.4008,-3.251889,-6.906583,-13.38027,30.02343,0
BTF3,-0.5411876,21.8608,7.290433,8.833545,15.71343,-11.87055,-9.824596,9.358724,19.91824,-0.553069,6.550232,2.795021,-0.2425938,-7.777814,-2.60184,3.589633,-7.590355,49.0506,0
HMGA1,18.64023,3.666889,11.17691,2.195646,0.08488271,-7.007158,-5.209248,-1.201273,1.664504,0.8213639,3.667698,6.852645,2.571013,-3.909299,-3.610709,-2.235221,-4.263103,14.00537,0
PPIB,5.825753,21.47318,13.83209,13.22583,5.278251,-12.37702,-11.13685,14.13335,42.19648,0.2383183,1.278466,-2.582032,2.216431,-6.437933,-4.22956,-3.941744,-8.77202,18.26025,0
PCBP2,2.802417,49.52394,36.02685,5.728845,73.38507,-22.24914,-12.46808,-2.821325,-2.457053,-2.409273,-0.5626999,-5.161009,6.676431,-12.20814,-7.469895,6.323759,-1.73069,22.01602,0
C1QBP,-4.373973,0.8166431,1.279727,6.437904,54.27547,4.285652,3.137142,-5.181079,9.242705,-4.266978,14.52934,25.02064,-3.607476,-10.01339,-9.494723,-7.387165,-6.344787,-3.196371,0
HSPD1,-2.503066,-4.770241,0.5881223,15.54186,38.19193,14.30874,-24.35076,4.167112,41.9934,-10.61366,10.13855,7.453984,-0.8931144,-18.12252,-20.80263,-10.92307,40.145,11.56317,0
NCL,7.224252,15.63648,37.7131,122.1383,57.45282,-28.2831,-22.62707,5.19146,99.12891,-12.85897,68.72815,47.1987,3.246719,-21.23441,-17.65385,5.706698,-15.7007,40.09599,0
NPM1,-1.087369,2.606116,7.87649,23.41647,47.95069,-9.272044,-10.07455,-2.393807,18.70607,-3.537873,72.80558,25.579,-1.793879,-9.429454,-8.693678,6.154099,-10.79792,15.51893,0
SNRNP70,4.047656,3.881399,8.201245,17.4077,49.86637,-20.40344,-17.39262,5.377297,20.76623,-2.391975,71.55485,44.88146,-1.146996,-5.848971,-13.71438,16.71759,-15.33645,-0.7230146,0
TUBA1B,-5.892603,-1.88964,4.726642,-0.2300212,28.96489,-26.48552,-19.95856,1.623411,10.44706,4.537671,52.11313,3.29554,-1.763368,-12.71078,118.0926,-0.2339175,-16.67977,-1.930112,0
HSP90AA1,11.2175,35.72312,20.75999,68.04521,54.27816,-38.62843,-31.41933,-2.258332,17.90639,-1.751756,157.2114,26.24014,-1.74011,-24.60414,-22.4671,41.21562,-25.53591,45.24878,0
PUF60,42.68756,-5.557035,6.257819,106.4395,-1.191056,-18.32927,-5.63682,1.010561,37.1187,-4.541761,13.538,11.22517,15.62115,-1.374379,-7.596749,-7.226818,-10.59555,-0.02514735,0
YWHAE,1.464432,4.089142,20.44846,10.53646,34.3373,-9.072925,-7.173458,-1.301246,18.78194,-2.292308,7.929655,2.722736,4.015227,-5.40114,-2.707402,-3.42332,-6.079507,3.765372,0
PQBP1,25.69761,14.85967,6.484966,8.732093,22.87178,-10.46093,-7.131415,-2.614808,30.13352,-1.805997,11.87009,3.471786,-0.3802118,-5.692828,-5.879533,-2.522884,-6.040346,3.671739,0
TUFM,-3.612431,-5.752955,5.317776,4.777506,-1.962991,-10.6873,-15.41999,41.52993,7.147264,-5.784732,3.944318,1.661606,12.36961,66.81714,-5.028521,-8.145269,-8.410966,-3.673782,0
MRTO4,-2.094088,-0.3269647,4.66535,16.46753,1.620381,-8.470373,-5.90167,-0.3939887,10.31436,12.07122,5.007834,15.23586,4.034307,-3.981348,-4.338865,3.018081,-4.355029,21.02984,0
CBX3,0.338344,0.5355607,0.8114819,1.280882,2.017912,18.39236,13.82908,-2.082161,1.997424,-1.907079,1.463348,4.376552,-0.4648192,-3.713811,-3.688076,-2.553434,-2.435095,2.736704,0
PCBP2,24.35344,8.009063,16.34051,2.120473,0.7217529,-10.50448,-10.00783,11.12058,6.478026,-1.494986,5.948283,9.594234,-1.592188,6.032944,-5.621033,21.76414,-8.242485,-2.772278,0
GNL1,-3.315844,22.13106,5.412999,14.13097,38.16719,-17.92102,-15.96461,1.490008,22.21549,1.705048,29.05038,49.62409,-1.747605,-11.208,-6.630784,14.79795,-13.54183,17.2895,0
P4HB,27.30939,21.29321,14.84147,16.61867,3.013149,-16.29217,-12.88726,7.975251,16.66176,-4.175343,0.677685,-1.125953,16.8564,-4.748681,-2.999636,-4.60652,-7.662509,35.73316,0
HSP90AB1,14.45578,19.70814,4.593559,17.18044,45.10211,-18.99843,-17.34524,-4.182765,20.97887,-1.196609,30.56062,24.08342,0.2538125,-10.02891,-10.46402,20.13571,-16.19427,55.7361,0
ATP5B,-3.996663,-5.631036,4.942727,2.456532,7.198086,-17.77028,-11.61849,-4.707819,2.054091,-5.160444,6.750669,3.806057,41.38351,39.72871,9.29371,-4.729456,14.88144,-1.205934,0
CLTC,50.5774,68.65144,43.95524,73.06354,77.81807,-53.99419,-35.13123,-4.651809,80.02495,-16.2193,9.461167,108.8015,-4.02723,-30.2367,-14.22384,-7.521779,-30.4954,58.18787,0
MATR3,3.573186,-1.663867,25.29756,10.84245,10.24265,-21.02155,-15.78365,10.80725,10.14769,-3.707272,26.77349,10.83779,5.376249,-9.339732,-9.338932,6.803547,-12.60834,46.49594,0
DDX3X,22.61354,-3.29484,10.17637,26.75275,14.37192,-11.27828,-12.04806,-2.254581,1.237734,9.863351,25.6199,18.41579,-2.323226,-7.220466,-8.833056,11.83764,-8.636104,35.97009,0
PPM1G,-1.041068,-0.1479241,2.529597,2.15922,39.61494,-8.576659,-8.532826,-2.719434,4.663112,6.946187,29.2943,17.49851,1.833834,-1.765686,-6.151089,19.87884,-5.482887,4.516948,0
LDHB,0.8518585,-0.005147044,8.544775,2.273188,14.35868,-3.741353,-4.031865,0.933128,18.30179,-1.775485,5.827031,9.681062,2.470732,-3.157352,-0.7936993,2.328713,-1.968197,2.219777,0
EIF5B,-0.8408102,13.46945,14.15922,56.04703,50.14149,-22.18224,-17.70423,-0.833681,18.30364,11.76955,11.76626,13.93621,4.810034,-6.725938,-12.71858,3.386744,-14.77921,18.39524,0
CACTIN,0.7935393,21.5403,6.977764,16.59146,26.01916,-11.42247,-10.57367,-2.682012,19.80576,-1.090726,54.27631,6.355787,-0.9962604,-7.646684,-6.564853,0.1001799,-8.667051,0.4841711,0
BRD2,-1.11702,39.39841,0.3630633,3.857964,15.8805,-13.79049,-6.889416,8.310547,19.78879,-0.5272178,1.403233,11.63782,10.00548,-1.916562,-5.614844,0.5941075,-8.972347,7.099264,0
DDX46,21.03841,48.13764,-1.225905,15.38594,0.8505081,-15.98533,-12.29578,-1.933672,38.88829,-4.565641,-0.09041434,5.226134,6.720527,27.56379,-2.817204,-6.511608,-6.516962,-2.637287,0
NACA,4.482372,8.458126,17.9213,40.4069,99.82572,-24.47307,-23.71849,-9.124991,76.37905,3.218659,44.67198,11.57071,-2.440034,-15.16601,-10.26967,-3.337625,-20.52255,71.44393,0
CPSF2,8.806471,16.1696,9.739454,29.48088,-0.1754501,-11.26798,-6.231836,5.439437,38.16948,-2.907081,-0.3245891,5.499883,2.020349,-5.886493,-0.1058129,-2.090079,-6.231298,7.303183,0
MCM3,-1.19732,-1.711475,23.36196,56.91434,7.069569,-8.677622,-6.36978,-3.368679,17.98206,-2.263253,9.106138,6.237901,7.217112,-2.364743,-6.711652,-0.2427474,-6.014976,30.13834,0
KLHDC4,1.128789,0.0410082,7.38585,2.848837,10.74526,-5.851122,-5.279715,-1.083307,0.6100447,5.580209,13.45653,4.153733,-1.456442,-3.551588,-3.814178,10.77777,-4.206379,20.91821,0
EEF2,0.1658037,5.119962,16.54989,4.990289,19.93875,-12.2224,-8.075727,3.031141,23.98697,-3.225271,23.94797,7.643004,3.180419,-6.412221,-2.720123,-1.217117,-7.497163,5.697808,0
EIF4B,4.844514,10.33552,11.11959,3.459249,3.961413,-4.734855,-4.217035,0.7624223,5.111477,1.352681,-0.7593315,0.6603124,1.704061,-3.643236,-4.133869,0.4879137,-4.000222,29.44583,0
TSR1,3.287017,2.675353,18.10703,39.31972,4.051443,-8.064521,-7.128498,-0.1839617,10.50526,0.3914168,4.882107,2.375836,0.9984444,-5.126451,-5.10833,-2.057494,-5.931993,25.95971,0
TOP1,0.2785177,0.47382,14.82733,10.83155,3.448323,-5.322926,-4.633775,2.478492,4.035989,-1.866577,2.719313,17.76545,3.108118,-2.778188,-3.394456,-2.43117,-1.825212,1.366285,0
LRRC47,2.172695,3.918349,2.055722,8.067407,4.758025,-2.836312,-2.987226,-1.228513,6.322159,-0.7415194,-0.3606279,0.9497839,1.928775,2.209608,-0.9461276,-1.206587,-2.650429,14.93444,0
DYNC1H1,1.391856,3.30329,19.46946,18.29578,37.08213,-13.39457,-16.92378,-6.777792,4.032219,-6.534967,-2.217284,61.34929,4.630636,-7.338154,-3.479506,-7.487454,-12.33728,14.89378,0
EIF3A,-0.9606503,1.298942,6.075187,2.484319,6.802442,-4.75336,-3.718656,-1.413667,2.437569,1.018881,8.754244,22.32233,0.7181831,-2.962472,1.760158,-1.05027,-3.150826,4.125535,0
SNRPD3,8.703256,2.132882,6.382907,1.628476,17.88515,-7.956893,-4.209606,-0.4870756,15.11118,0.8114253,84.24552,37.14746,-2.490419,-5.612295,-2.525176,-0.7561998,-5.521485,-1.912286,0
RPLP1,-0.2276954,0.1681374,1.009709,-0.3695847,6.573007,-4.762847,-4.077034,-1.556728,14.32506,0.1635189,30.88348,5.392603,0.7192056,-2.74964,1.431058,5.81958,-2.882724,-0.4852378,0
MFAP1,4.604842,-0.04097727,5.320946,31.54071,64.11119,-9.373658,-9.082634,-5.040987,8.178656,1.23132,62.78137,39.02332,0.02245863,-6.959394,-7.622389,5.77999,-9.937763,-3.346253,0
RUVBL2,-2.294341,-2.957737,10.0099,3.479637,3.707381,-5.795302,-6.316608,-2.146449,1.621732,18.20729,-0.3125426,3.980785,14.13892,6.74716,4.852771,-3.918389,-5.874301,2.532146,0
RUVBL1,-2.188295,-2.92228,3.787963,4.442826,-1.161004,-2.410274,-5.951396,-2.790627,0.8127616,30.39433,2.289408,5.537127,7.053126,14.51509,5.427007,-3.714469,-5.756341,-1.6649,0
DDX41,47.80032,0.4187988,-0.508061,11.71074,-0.7338709,-8.198926,-5.94672,-1.587507,27.16963,-2.082668,-1.147122,15.16261,-0.5848099,5.036159,-4.715587,-3.152301,-5.556893,5.839186,0
GPI,3.020824,5.465316,5.717006,9.841658,34.75447,-7.65061,-4.984073,1.233813,19.93217,-2.52934,13.89781,1.553471,4.660657,-4.697936,-3.132788,9.546242,-1.02594,0.3394098,0
AATF,0.898332,8.616769,6.55689,21.32447,8.824016,-4.832595,-3.456729,-1.023185,11.12812,-1.688649,4.520194,1.523925,-0.4882927,-3.22165,-3.041483,-1.662239,-3.805937,11.36737,0
DKC1,-0.9908481,2.474456,4.47904,1.083697,8.81755,-4.369337,1.311608,3.937351,-0.564622,1.222414,2.37702,0.1087144,-0.6408279,-2.415366,-2.350646,2.240362,0.06032064,-0.4131719,0
CDC37,-0.3233644,2.689313,1.309051,2.595857,6.996596,-2.661182,-1.786909,-0.8085704,7.372252,-0.7712129,2.40632,3.188355,1.007237,-1.38932,-0.3338374,-0.9110223,-1.594453,5.610561,0
GRWD1,1.090149,-0.6549859,0.6841624,20.43097,2.201245,-3.23811,-2.415898,-0.8291201,3.53921,0,-0.1926471,8.86422,2.188128,-1.744372,-1.608299,-0.7520451,-1.708641,4.38168,0
SPTBN1,15.6938,36.70048,20.9199,1.843701,39.32851,-16.54323,-8.481877,2.796202,30.73941,-3.361394,-2.40395,41.50108,3.315504,-8.662679,15.33501,-0.1715227,-2.504433,12.37026,0
SPTAN1,16.57999,3.091495,7.051858,4.72508,19.8658,-13.62205,-6.998581,1.042571,38.46346,-3.985913,0.4124159,57.18763,3.431677,-6.127993,6.508764,-2.158313,-4.015775,4.462856,0
SPTAN1,17.5176,51.98261,7.634393,5.316862,20.62771,-13.22259,-6.86543,1.649148,39.84823,-3.874954,0.6787179,-3.993883,3.947637,-5.462238,7.766302,-1.536941,-3.954747,5.002857,0
HNRNPA2B1,31.04481,0.5477929,3.550519,16.23014,2.30208,-5.320502,-7.433252,-0.8147634,12.86733,-2.859844,4.596488,1.973374,1.017361,-5.262603,-4.884493,7.224464,-1.066981,51.44402,0
PKM,1.520011,8.755558,6.760684,19.94141,40.89083,-7.484481,-5.154528,-0.681071,13.91767,-1.641834,16.83885,18.29994,1.086883,-5.249072,-4.902459,-2.32277,-2.785646,9.676648,0
CPSF3,12.84241,2.723473,15.55188,22.60547,-1.51183,-9.485486,-8.572896,2.56857,22.77918,-3.36485,-0.8512736,5.206785,7.538416,-0.5086959,-3.660197,-4.596492,-6.602061,30.76649,0
PCBP2,9.904589,-0.9069659,-0.9667659,11.9221,5.966949,-4.950211,-1.772241,-0.4459003,9.636781,-0.8851255,15.79631,-0.3024637,-0.02201999,-2.744575,-2.746863,1.530047,-1.68599,0.04098896,0
HNRNPA1,16.95362,2.96916,6.180298,14.91061,2.959165,-1.816866,-3.406711,2.206757,3.29963,-1.372631,1.707268,1.083391,-0.8384913,-2.386067,-2.506635,-0.2766252,-1.749899,8.421777,0
PDIA6,5.924463,5.555778,2.060429,8.07682,4.763516,-3.863818,-3.50044,0.7831513,13.52248,-1.344609,1.130274,3.230529,1.236912,-2.357925,-0.9390674,-0.4047414,-2.501257,0.7937669,0
HNRNPU,5.630771,-1.272189,2.682771,8.920475,8.775813,-4.471099,-4.510448,-0.196129,3.447637,0.2844314,5.752478,17.14649,-1.26795,-2.608879,-2.935099,1.409835,-1.521077,17.9785,0
DHX9,-1.677947,-2.592963,3.474338,-1.868837,2.064368,5.37341,-6.05221,-1.915997,-1.839925,1.643883,-1.040899,-0.432601,4.842998,11.20793,-3.386634,-1.008982,12.64068,1.07876,0
MTHFD1,-1.028052,-1.181915,3.15318,7.215903,9.230228,-2.493629,-3.752763,-0.9208958,1.73362,-1.518152,-0.2562756,1.650378,7.348282,7.351278,-2.678364,-2.010562,-2.95659,0.07546476,0
